,state,week_of_year,pop_count_2019,percent_age65over,percent_female,percent_white,percent_black,cases_cum,cases_cum_rate_100K,cases_count_pos,cases_rate_100K
0,Alabama,4,4903185,17.33234621985505,51.67392215468109,69.12641476917555,26.784447252143252,0,0.0,0.0,0.0
1,Alabama,5,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,0,0.0,0.0,0.0
2,Alabama,6,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,0,0.0,0.0,0.0
3,Alabama,7,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,0,0.0,0.0,0.0
4,Alabama,8,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,0,0.0,0.0,0.0
5,Alabama,9,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,0,0.0,0.0,0.0
6,Alabama,10,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,0,0.0,0.0,0.0
7,Alabama,11,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,41,0.8361911696172998,23.0,0.46908285124872917
8,Alabama,12,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,591,12.053389786434735,134.0,2.732917481188248
9,Alabama,13,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,3551,72.42231325148857,673.0,13.725772125669337
10,Alabama,14,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,9331,190.3048732609518,1010.0,20.598855641792017
11,Alabama,15,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,19391,395.4776334158307,1743.0,35.548322162023254
12,Alabama,16,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,30601,624.1045361331461,1320.0,26.92127668036185
13,Alabama,17,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,40507,826.1364806753161,1518.0,30.959468182416124
14,Alabama,18,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,50075,1021.2749467947874,1467.0,29.919327947038504
15,Alabama,19,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,63228,1289.5291529893325,2001.0,40.81020805863943
16,Alabama,20,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,77247,1575.4453482787205,1882.0,38.38321417609167
17,Alabama,21,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,93225,1901.3151655505558,2707.0,55.20901210131783
18,Alabama,22,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,115540,2356.4275057947025,3474.0,70.85190544513414
19,Alabama,23,4903185,17.33234621985505,51.67392215468108,69.12641476917555,26.784447252143252,135158,2756.5347830032933,2548.0,51.96622195572878
